Grouped Metabolites,Clinical data 95% CI,Clinical data R2,Clinical data p-value,Diet 95% CI,Diet R2,Diet p-value,Full model 95% CI,Full model R2,Full model p-value,Genetics 95% CI,Genetics R2,Genetics p-value,Lifestyle 95% CI,Lifestyle R2,Lifestyle p-value,Microbiome 95% CI,Microbiome R2,Microbiome p-value,Time of day 95% CI,Time of day R2,Time of day p-value,CHEMICAL_ID,COMP_ID,Group   HMDB_ID,Sample   HMDB_ID,BIOCHEMICAL,CAS,CHEMSPIDER,KEGG,MASS,PATHWAY_SORTORDER,PLATFORM,PUBCHEM,RI,SUB_PATHWAY,SUPER_PATHWAY,COMMENT,metabolite,micro_r2,geno_r2,total,group,BIOCHEMICAL_NAME
100008984+100000672,"(0.03848531200741549, 0.12894921851086308)",0.143785041528378,3.92544012665698e-10,"(0.03475496798462279, 0.11456610031661779)",0.0935131015792725,7.99794156372931e-06,"(0.098290765731038, 0.17084723688715814)",0.194208885178553,1.60502341135554e-25,,-0.00434233336722633,1.0,,-0.0675387600978094,1.0,"(-0.02811697277898586, 0.055618113063285964)",0.0544258191287836,0.008231819516007,"(-0.027181310642704088, 0.005754385236159303)",0.00122239128464318,0.884232299459062,100008984,52470,HMDB07969,,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,,,,732.55378,1660.0,LC/MS Pos Late,,2160.0,Phosphatidylcholine (PC),Lipid,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,metabolite_100008984,0.0544258191287836,0.0,0.0544258191287836,microbiome,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*
X - 24544,"(0.1593468950893833, 0.23859072663261888)",0.256906708607501,1.94981532470761e-35,"(0.021440595501521935, 0.10249964737237521)",0.055394156068715,0.00900549408171711,"(0.15089081627193318, 0.2138956002088954)",0.225656652558457,1.84222889129717e-40,"(0.026450744684455296, 0.026451744684455297)",0.0264507446844552,0.000130389236968381,,-0.0244038055267652,1.0,"(-0.03384098943880195, 0.047666297491879506)",0.0272933150423153,0.199983431189198,,-0.00549300849769296,1.0,X - 24544,52865,,,X - 24544,,,,411.18398,,LC/MS Neg,,4448.0,,,X - 24544,metabolite_X - 24544,0.0272933150423153,0.0264507446844552,0.0537440597267705,hybrid,X - 24544
100001034,,-0.0596561723314736,1.0,,-0.0214457127526463,1.0,"(-0.00016645803284531693, 0.0914955321625468)",0.103438406038804,6.67852851735734e-06,,-0.00412918045283139,1.0,,-0.0988251148348648,1.0,"(-0.030427864218910743, 0.06717142398169097)",0.0536279172425021,0.0365113086036764,,-0.0108716337483438,1.0,100001034,27513,HMDB00197,,indoleacetate,6505-45-9,780.0,C00954,174.05605,229.0,LC/MS Neg,802.0,2200.0,Tryptophan Metabolism,Amino Acid,indoleacetate,metabolite_100001034,0.0536279172425021,0.0,0.0536279172425021,microbiome,indoleacetate
X - 24951,"(0.07937250872157822, 0.1712398443182882)",0.161428078027443,4.39152489169647e-12,"(0.14164834209978275, 0.21642598979814148)",0.189222268184384,2.37092494039984e-21,"(0.18242368030368813, 0.2533230220504693)",0.240546173077314,1.10852842950975e-35,,-0.00407721398787419,1.0,,-0.0871164026723727,1.0,"(-0.01059777406366923, 0.07683064811997482)",0.053108938805948,0.0173627247585819,,-0.0145435613541309,1.0,X - 24951,57718,,,X - 24951,,,,481.35343,,LC/MS Neg,,5227.0,,,X - 24951,metabolite_X - 24951,0.053108938805948,0.0,0.053108938805948,microbiome,X - 24951
100002500,"(0.1356076861363469, 0.21381342674251938)",0.191532396391407,2.48145985220273e-19,"(0.008594187036207566, 0.09558134404130454)",0.025687562337601,0.252067432633301,"(0.17433461805567993, 0.24059917841285697)",0.207590732655172,1.28533793315883e-30,,-0.00305075029445789,1.0,,-0.0653617325033626,1.0,"(-0.011986870891632218, 0.07058891646335962)",0.0530504731485186,0.0104526650409008,"(0.044841633815480626, 0.0767135751332971)",0.06042183231611,1.02943768258489e-13,100002500,43493,HMDB00854,,formiminoglutamate,816-90-0,388370.0,C00439,175.07134,72.0,LC/MS Pos Early,439233.0,1880.0,Histidine Metabolism,Amino Acid,formiminoglutamate,metabolite_100002500,0.0530504731485186,0.0,0.0530504731485186,microbiome,formiminoglutamate
100000263,"(-0.08621286849450507, 0.0047741018607197015)",0.00962450266717629,0.691548454634999,,-0.142791652683664,1.0,,-0.0700445360492276,1.0,"(0.052815613980058414, 0.052816613980058415)",0.0528156139800584,1.40659124531154e-07,,-0.0360325676222985,1.0,,-0.0553762311148637,1.0,,-0.00955414317298841,1.0,100000263,15716,HMDB02320,,imidazole lactate,14403-45-3,389128.0,C05568,157.06077,73.0,LC/MS Pos Early,440129.0,2040.0,Histidine Metabolism,Amino Acid,imidazole lactate,metabolite_100000263,0.0,0.0528156139800584,0.0528156139800584,genetics,imidazole lactate
100003954,,-0.0728911925230915,1.0,,-0.00696472749968046,1.0,"(-0.017812005806721175, 0.06422163661410886)",0.041165126885217,0.0443073995360085,"(0.0362970904936808, 0.0362980904936808)",0.0362970904936808,9.06579528798957e-05,,-0.0603837295471247,1.0,"(-0.04704047774787453, 0.03263723319439991)",0.0159960697877752,0.44324725977238,,-0.00848863012292877,1.0,100003954,42040,HMDB02432,,5-hydroxymethyl-2-furoic acid,6338-41-6,72827.0,C20448,141.01933,169.0,LC/MS Neg,80642.0,962.0,Tyrosine Metabolism,Amino Acid,5-hydroxymethyl-2-furoic acid,metabolite_100003954,0.0159960697877752,0.0362970904936808,0.052293160281456,hybrid,5-hydroxymethyl-2-furoic acid
X - 17367+X - 17325,,-0.000939574067513326,1.0,"(0.10556518380261923, 0.1789413292199887)",0.195386446871226,3.9290893818276e-25,"(0.10258095295126005, 0.1668547111800408)",0.171108707290257,3.10695202867781e-23,,-0.00262045215764272,1.0,,-0.0281593907390647,1.0,"(-0.010365312274692418, 0.07097453579777187)",0.0521999674903306,0.0135178884272484,"(-0.018896435512517174, 0.013449966974753095)",0.00653537798673975,0.435747493070946,X - 17367,46994,,,X - 17367,,,,182.08289,,LC/MS Neg,,2710.0,,,X - 17367,metabolite_X - 17367,0.0521999674903306,0.0,0.0521999674903306,microbiome,X - 17367
X - 15728,,-0.00750515281255359,1.0,,-0.0909962156953276,1.0,"(0.00839608625616723, 0.07680242619539225)",0.046508677769541,0.0102001315643564,,-0.0105395114228874,1.0,,-0.0308188403591906,1.0,"(0.001486029327937741, 0.07707812848104151)",0.0521886705971743,0.00875547020247918,"(-0.022636773771916478, 0.010671989081429328)",0.00151520522389148,0.854152131349786,X - 15728,46666,,,X - 15728,,,,231.0334,,LC/MS Neg,,3976.0,,,X - 15728,metabolite_X - 15728,0.0521886705971743,0.0,0.0521886705971743,microbiome,X - 15728
100002017,"(0.617226870323101, 0.6607890703407663)",0.661223431873007,0.0,"(0.22387968715345158, 0.29211152456449213)",0.281533544904214,1.85800713102505e-50,"(0.5058334385946582, 0.5527854274878367)",0.572052243363219,0.0,,-0.0051363080901452,1.0,,-0.0121343687952708,1.0,"(-0.005548365348826745, 0.07839352145633677)",0.0518756542230703,0.0144050215504255,,-0.00809708179299684,1.0,100002017,37184,,,"5alpha-androstan-3alpha,17beta-diol disulfate",,,,225.06965,2568.0,LC/MS Neg,,4275.0,Androgenic Steroids,Lipid,"5alpha-androstan-3alpha,17beta-diol disulfate",metabolite_100002017,0.0518756542230703,0.0,0.0518756542230703,microbiome,"5alpha-androstan-3alpha,17beta-diol disulfate"
100020004,"(-0.04878956957176063, 0.046632813377406004)",0.0410498140431633,0.09630629427867,"(0.052482651354689824, 0.13678565708321447)",0.141170492604671,7.19620608028152e-11,"(0.07924048237644332, 0.15365352510637173)",0.147282158552471,3.60944289111942e-14,,-0.00492031853185426,1.0,,-0.0475957576755132,1.0,"(-0.003895755109405391, 0.07878400474457448)",0.0517469824710192,0.0112079896530402,,-0.00670562374140137,1.0,100020004,61871,,,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,,168762.0,,267.12379,1431.0,LC/MS Neg,194501.0,4000.0,"Fatty Acid, Dicarboxylate",Lipid,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,metabolite_100020004,0.0517469824710192,0.0,0.0517469824710192,microbiome,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**
X - 24475,"(-0.06354286185509307, 0.031579758978217576)",0.0139790521696187,0.56657900326256,"(0.13508445873646696, 0.2138361422126215)",0.199554615087682,7.20555022858704e-23,"(0.14700507943023008, 0.21683189268133074)",0.196882547963845,8.58852960289421e-27,,-0.00704205025082016,1.0,,-0.00297093544470383,1.0,"(-0.010311237147359188, 0.06899611187505159)",0.05143838959259,0.0113703737249259,,-0.0131837189036441,1.0,X - 24475,52792,,,X - 24475,,,,146.08114,,LC/MS Pos Early,,1258.0,,,X - 24475,metabolite_X - 24475,0.05143838959259,0.0,0.05143838959259,microbiome,X - 24475
100001300,"(0.13828176540504702, 0.21564399928842337)",0.204104678548855,1.7839862598445e-22,"(0.07829688729757996, 0.1841575393290354)",0.167204693945045,2.53592658584526e-10,"(0.1739860905037848, 0.2579158653114494)",0.232521575179321,7.19007916092203e-25,"(0.014500632575320638, 0.014501632575320637)",0.0145006325753206,0.00140968136056558,,-0.00737548577543956,1.0,"(0.013585448620378708, 0.10349523547906764)",0.0362105759190835,0.120813908555313,,-0.00197917435323224,1.0,100001300,33937,HMDB00407,,alpha-hydroxyisovalerate,600-37-3,90190.0,,117.05571,282.0,LC/MS Neg,99823.0,1126.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,alpha-hydroxyisovalerate,metabolite_100001300,0.0362105759190835,0.0145006325753206,0.050711208494404095,hybrid,alpha-hydroxyisovalerate
100015731,"(-0.08333779902015645, 0.015852711157547182)",0.00701850421454663,0.778817060165508,"(-0.03821891694169485, 0.04690004661438512)",0.00309559099229184,0.889531758422955,"(-0.005557565145006228, 0.06809510234644667)",0.044071130721324,0.0176272246524799,,-0.00580821142945287,1.0,,-0.0153483302138712,1.0,"(-0.025515006105161317, 0.051709334758682154)",0.050074681842382,0.0123412953377898,"(-0.02793950015954458, 0.004688979313422036)",2.86169667474966e-05,0.997303652479366,100015731,57430,,,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,,,,524.50374,2325.0,LC/MS Pos Late,,2645.0,Sphingolipid Metabolism,Lipid,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,metabolite_100015731,0.050074681842382,0.0,0.050074681842382,microbiome,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*
X - 22834,,-0.0648578675109921,1.0,,-0.0440074001943191,1.0,"(-0.0063517951162830035, 0.06937415963985509)",0.0526606613600464,0.00610194764733993,,-0.0026959800130728,1.0,,-0.0299483531798192,1.0,"(-0.021013438433606268, 0.06282849915160778)",0.0496859832493798,0.0154310914361562,,-0.00226373396841661,1.0,X - 22834,48185,,,X - 22834,,,,448.30769,,LC/MS Neg,,5095.0,,,X - 22834,metabolite_X - 22834,0.0496859832493798,0.0,0.0496859832493798,microbiome,X - 22834
363,"(-0.017807461004266743, 0.08101875186110791)",0.0991578837748916,5.73929157937529e-05,"(-0.027208329544071264, 0.05889861579782098)",0.0215180496449419,0.332895004991545,"(0.10124521798889487, 0.17643048250592072)",0.170525157659292,3.91412703111819e-18,,-0.00276312062150441,1.0,,-0.0178452425098925,1.0,"(-0.0038996450299640106, 0.07692468324905291)",0.0494468644907015,0.015925789209672,"(0.04397956855064277, 0.07511106555175924)",0.0654147901301704,4.00622990822583e-16,363,1124,HMDB00211,,myo-inositol,87-89-8,10239179.0,C00137,225.06159,1589.0,LC/MS Polar,892.0,3506.3,Inositol Metabolism,Lipid,myo-inositol,metabolite_363,0.0494468644907015,0.0,0.0494468644907015,microbiome,myo-inositol
240,"(0.23146473693809863, 0.30347619930534303)",0.291272170871039,5.3739327858137e-52,"(0.07781584562640187, 0.16085967987499453)",0.168680195565059,2.71585945636385e-16,"(0.22915704234779144, 0.2893994552814334)",0.289760018283806,1.80951160299771e-68,,-0.0122311731982169,1.0,,-0.019108597709925,1.0,"(-0.000731107292962806, 0.08029134230593385)",0.049087449476284,0.0145716612204084,,-0.00564227949674167,1.0,240,32197,HMDB00755,,3-(4-hydroxyphenyl)lactate,6482-98-0,9010.0,C03672,181.05063,136.0,LC/MS Neg,9378.0,1379.0,Tyrosine Metabolism,Amino Acid,3-(4-hydroxyphenyl)lactate,metabolite_240,0.049087449476284,0.0,0.049087449476284,microbiome,3-(4-hydroxyphenyl)lactate
X - 17676,"(-0.034117349192160314, 0.06200053041953842)",0.0753251992113466,0.00252988856733417,"(0.04703692592309829, 0.124983874051313)",0.0991711662231248,7.15925006620343e-07,"(0.134722348994412, 0.20333177891106866)",0.212557119827509,6.93967239146445e-31,,-0.00342536353076861,1.0,,-0.055320458914674,1.0,"(-0.0012165225057074057, 0.0813097195958416)",0.048780744856942,0.023348732094759,"(0.01180013665279932, 0.04380202693080571)",0.0404457270462439,1.29226423087663e-06,X - 17676,46970,,,X - 17676,,,,167.04682,,LC/MS Neg,,1485.0,,,X - 17676,metabolite_X - 17676,0.048780744856942,0.0,0.048780744856942,microbiome,X - 17676
X - 12830,,-0.0425487398396886,1.0,,-0.06167943948606,1.0,"(-0.025028589748717266, 0.05242758578667616)",0.0535322970283124,0.00819302903013254,,-0.00323398814276032,1.0,,-0.0444422659604386,1.0,"(-0.03267109834112122, 0.045784257133557764)",0.0480155955171898,0.022779807209817,"(0.004068087478229332, 0.03745304987154951)",0.0231046731984313,0.00677696892707417,X - 12830,47662,,,X - 12830,,,,372.11277,,LC/MS Neg,,3197.0,,,X - 12830,metabolite_X - 12830,0.0480155955171898,0.0,0.0480155955171898,microbiome,X - 12830
275,"(0.4260974556672123, 0.4805465077910173)",0.469586135308418,8.25934418536691e-185,"(0.1375126805511757, 0.21070976288571505)",0.208531871256498,2.66444180035593e-26,"(0.36869266532227224, 0.41911359312326163)",0.429019655366372,1.05832290531126e-197,,-0.0196662070269304,1.0,"(-0.08538251123819715, 0.012277767498783848)",0.000731772374510164,0.976530393460748,"(0.0006182477656013071, 0.07661219968276538)",0.0470167092015645,0.0153148199362887,,-0.00765924396627282,1.0,275,513,HMDB00562,,creatinine,60-27-5,568.0,C00791,114.06619,381.0,LC/MS Pos Early,588.0,2055.0,Creatine Metabolism,Amino Acid,creatinine,metabolite_275,0.0470167092015645,0.0,0.0470167092015645,microbiome,creatinine
X - 15461,"(0.026933852815681156, 0.11246431042543625)",0.119023014773653,7.49187624619427e-08,"(0.0073659918906794275, 0.09516811627007164)",0.0491438765107226,0.0286022857097137,"(0.1296646635048586, 0.20311932106699196)",0.180827676393359,9.60332960780503e-22,,-0.00371137310785107,1.0,,-0.0471043417701007,1.0,"(-0.0024620100234415128, 0.08217658303300741)",0.046956515462901,0.0288411745817822,"(0.02698707312281045, 0.05535534740643634)",0.0533599863829525,4.93631225967769e-12,X - 15461,46283,,,X - 15461,,,,160.09714,,LC/MS Pos Early,,1624.0,,,X - 15461,metabolite_X - 15461,0.046956515462901,0.0,0.046956515462901,microbiome,X - 15461
100010869,"(-0.059417361677629545, 0.02905607222438601)",0.00650107437102542,0.776480079746997,"(0.01985493961193891, 0.11016367846967834)",0.0974132058961724,2.28781836258525e-05,"(0.08707970222800383, 0.15798068655374095)",0.171643336662659,5.27107322635286e-20,,-0.00353421454556102,1.0,,-0.0117555266675566,1.0,"(-0.008711908763430521, 0.07557781934575782)",0.045931150148457,0.0323775799658357,"(-0.01773811875535571, 0.014455366102037445)",0.0115049294496608,0.177398985479308,100010869,57547,HMDB29576,,"2,3-dihydroxy-2-methylbutyrate",14868-24-7,266858.0,,133.05063,307.0,LC/MS Neg,301941.0,787.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,"2,3-dihydroxy-2-methylbutyrate",metabolite_100010869,0.045931150148457,0.0,0.045931150148457,microbiome,"2,3-dihydroxy-2-methylbutyrate"
1052,,-0.0203271026750979,1.0,,-0.0350824195678833,1.0,"(-0.05058333182327601, 0.03183758871480902)",0.0157885610596625,0.455812708456533,,-0.00726104029439445,1.0,,-0.0419007125165427,1.0,"(-0.0562588791281184, 0.026843024191654786)",0.045833229315008,0.0302766548505209,"(-0.012232244408754166, 0.0196443420077694)",0.0131295137588978,0.109983326921489,1052,1572,HMDB00139,,glycerate,600-19-1,732.0,C00258,105.01933,898.0,LC/MS Polar,752.0,2070.4,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",Carbohydrate,glycerate,metabolite_1052,0.045833229315008,0.0,0.045833229315008,microbiome,glycerate
100002026,"(0.3108243875203453, 0.38233965828587324)",0.384331376468962,8.55570096026926e-86,"(0.08655981926525518, 0.15924432314179726)",0.0966593331708053,4.59392587062756e-07,"(0.2600659879843322, 0.3193316664544084)",0.332487180162253,4.75417824512529e-93,,-0.0322467059671898,1.0,,-0.00997585290572833,1.0,"(-0.04350471683875247, 0.04012826878558844)",0.0456272033242107,0.0362448696247077,"(0.016935872253060223, 0.049287773496693776)",0.0436392271345291,4.51946909915445e-07,100002026,37207,,,"androstenediol (3alpha, 17alpha) monosulfate (2)",,,,369.17411,2556.0,LC/MS Neg,,4712.0,Androgenic Steroids,Lipid,"androstenediol (3alpha, 17alpha) monosulfate (2)",metabolite_100002026,0.0456272033242107,0.0,0.0456272033242107,microbiome,"androstenediol (3alpha, 17alpha) monosulfate (2)"
100009139,"(0.013495936848069965, 0.10417218680218149)",0.106557605865164,4.31998664809034e-06,"(-0.04485280380786672, 0.03601354006615116)",0.00417154930620367,0.851134217348586,"(0.05626964239310547, 0.12686177774728039)",0.146083960583067,5.61989780170844e-16,,-0.00621463684000911,1.0,,-0.0440849468676598,1.0,"(-0.05463741770628304, 0.027161429714909646)",0.0451511304635305,0.03161797775093,,-0.0055452380150518,1.0,100009139,53195,HMDB07883,,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,,24766559.0,,754.53813,1649.0,LC/MS Pos Late,,1914.0,Phosphatidylcholine (PC),Lipid,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,metabolite_100009139,0.0451511304635305,0.0,0.0451511304635305,microbiome,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*
X - 21319,,-0.00409763805621521,1.0,"(0.05337252523911636, 0.13933132105187154)",0.143370827818249,1.75839696060197e-10,"(0.040550097401024325, 0.1219876288119144)",0.125747290845518,1.1641129910027e-09,,-0.026332888315266,1.0,,-0.0600462058397155,1.0,"(-0.026215747711693656, 0.056391635022168936)",0.0434226562986217,0.0387157494072406,,-0.00746867131016815,1.0,X - 21319,46363,,,X - 21319,,,,165.09242,,LC/MS Neg,,4238.4,,,X - 21319,metabolite_X - 21319,0.0434226562986217,0.0,0.0434226562986217,microbiome,X - 21319
X - 16580,,-0.0233480246501127,1.0,"(0.05364643950328488, 0.1387300415537983)",0.118770071108316,8.21164144610999e-08,"(0.06026430006091733, 0.14009920696229178)",0.15242638909517,1.21773009329462e-13,,-0.00215467083586662,1.0,,-0.0258476665718472,1.0,"(-0.02816685754174295, 0.052954390373220084)",0.0433065604957706,0.0316640457657512,"(-0.013137012072293824, 0.018668172401269317)",0.0143471634778621,0.0813162403606368,X - 16580,47804,,,X - 16580,,,,222.07914,,LC/MS Pos Early,,2537.0,,,X - 16580,metabolite_X - 16580,0.0433065604957706,0.0,0.0433065604957706,microbiome,X - 16580
189,"(0.04011484180142594, 0.1281428534497994)",0.114292511108228,3.67216354920976e-07,"(-0.03560930638896606, 0.05612956955649766)",0.00611554093296506,0.790051868300119,"(0.11226222750039856, 0.18613186432074538)",0.200899703625694,6.96164645263559e-26,,-0.00416475930096726,1.0,,-0.0312330999685348,1.0,"(-0.05181770424105001, 0.030892659099090045)",0.0431910253742775,0.0447280929138382,"(0.06941692311216387, 0.09912413616409704)",0.091553544884647,1.40644947704647e-30,189,1498,HMDB01325,,"N6,N6,N6-trimethyllysine",23284-33-5,140379.0,C03793,189.15976,91.0,LC/MS Pos Early,440120.0,2825.0,Lysine Metabolism,Amino Acid,"N6,N6,N6-trimethyllysine",metabolite_189,0.0431910253742775,0.0,0.0431910253742775,microbiome,"N6,N6,N6-trimethyllysine"
X - 23659,"(-0.04489655468272509, 0.052696278521132754)",0.0353100341682064,0.14286065764664,"(0.02958886637754441, 0.11406786121773936)",0.0996015471954246,7.11061621662087e-06,"(0.15705439753610084, 0.23201332158793622)",0.251430191730657,4.23349722435302e-39,,-0.00187282885799056,1.0,,-0.0188512190772505,1.0,"(0.005522954901353279, 0.08826558884369717)",0.042447257258429,0.0409936729219871,"(0.07740705053891622, 0.1078737464989269)",0.104033114118332,4.88116032211569e-40,X - 23659,49536,,,X - 23659,,,,143.117689999999,,LC/MS Pos Early,,2449.0,,,X - 23659,metabolite_X - 23659,0.042447257258429,0.0,0.042447257258429,microbiome,X - 23659
100006115,"(-0.010903380750773085, 0.08665393432439031)",0.0661453968776083,0.00767977385019055,"(0.06680547854595341, 0.15253208686686978)",0.0872866036635212,7.3061786162607e-05,"(0.09717626503051698, 0.16860601872098385)",0.15063506147215,2.18462015920285e-15,,-0.00449118783990942,1.0,,-0.00689816671416343,1.0,"(-0.026736454568438633, 0.05208330164132722)",0.042179579585332,0.0432024351256018,"(-0.013319451720860047, 0.018359680230899175)",0.0135618592002115,0.111575283097501,100006115,48255,,,arabonate/xylonate,,,,165.04046,937.0,LC/MS Polar,,2700.0,Pentose Metabolism,Carbohydrate,arabonate/xylonate,metabolite_100006115,0.042179579585332,0.0,0.042179579585332,microbiome,arabonate/xylonate
100001393,"(0.15513568301524547, 0.23566587308195697)",0.216764840851117,3.54693307613162e-25,"(0.05780474855798352, 0.13354463968977945)",0.137685151295388,1.95806656006256e-12,"(0.17641798506418002, 0.2426572396292578)",0.223912167312324,5.31068051944798e-36,,-0.0162772175386645,1.0,,-0.0534190672367269,1.0,"(-0.017105622359560046, 0.06213822108570317)",0.042002871916049,0.0364956751476005,"(-0.009019032338906309, 0.023081404098786347)",0.0178490150874996,0.0310224597379248,100001393,34407,HMDB00688,,isovalerylcarnitine (C5),31023-24-2,4932271.0,,246.16999,255.0,LC/MS Pos Early,6426851.0,3085.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,isovalerylcarnitine (C5),metabolite_100001393,0.042002871916049,0.0,0.042002871916049,microbiome,isovalerylcarnitine (C5)
100002769,,-0.01851359295098,1.0,"(0.0978222092218803, 0.17737079087248855)",0.146854936223553,8.77278674942508e-12,"(0.08487141125694732, 0.16323112054221972)",0.148945745103323,2.79591005841838e-13,,-0.00295685152781599,1.0,,-0.014439238534549,1.0,"(-0.005893436115373418, 0.07224409695724995)",0.0412196989477817,0.0451244402898327,,-0.00884834783940147,1.0,100002769,57461,HMDB03148,,argininate*,157-07-3,140984.0,,176.10297,376.0,LC/MS Pos Early,160437.0,2150.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,argininate*,metabolite_100002769,0.0412196989477817,0.0,0.0412196989477817,microbiome,argininate*
X - 18901,,-0.0331584283202297,1.0,"(0.03176251874052285, 0.1145583762198945)",0.112573340109583,1.20915319868956e-07,"(0.07340943719488752, 0.14694823489312622)",0.109546018591793,2.3571885782843e-08,,-0.00601138399080336,1.0,,-0.0795759648293719,1.0,"(0.005401576426662899, 0.08108333415897238)",0.0405308903738685,0.0408569598720866,,-0.00760594959363225,1.0,X - 18901,46690,,,X - 18901,,,,211.02472,,LC/MS Neg,,3800.0,,,X - 18901,metabolite_X - 18901,0.0405308903738685,0.0,0.0405308903738685,microbiome,X - 18901
1134,"(0.38944996664707027, 0.4504246949186875)",0.443000624447643,1.89734569562831e-135,"(0.12500883066654112, 0.19799768828659367)",0.193824289161779,5.18841352493285e-24,"(0.3835891733653471, 0.4303812712114518)",0.428780687537289,2.5539828611099e-210,"(0.010951732126578741, 0.01095273212657874)",0.0109517321265787,0.00374578107519438,,-0.00289090923495671,1.0,"(-0.0034723486696663416, 0.07914955400223204)",0.0248099290467962,0.234291612680473,,-0.00123332709589152,1.0,1134,1604,HMDB00289,,urate,69-93-2;120K5305,,C00366,167.02106,3237.0,LC/MS Neg,1175.0,757.1,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Nucleotide,urate,metabolite_1134,0.0248099290467962,0.0109517321265787,0.0357616611733749,hybrid,urate
445,,-0.0363260073906666,1.0,,-0.0545840127913554,1.0,,-0.0282105872121314,1.0,"(0.02203038898291887, 0.02203138898291887)",0.0220303889829188,0.000559230697487494,,-0.0360648378121635,1.0,,-0.0810913520640286,1.0,,-0.00369316832873445,1.0,445,1505,HMDB00226,,orotate,50887-69-9,942.0,C00295,155.00983,3305.0,LC/MS Polar,967.0,1638.1,"Pyrimidine Metabolism, Orotate containing",Nucleotide,orotate,metabolite_445,0.0,0.0220303889829188,0.0220303889829188,genetics,orotate
100005996,"(-0.10322576426507458, -0.0023310099256230532)",0.00260102074469947,0.917488496967638,,-0.00294031431367591,1.0,"(-0.0055770003984282395, 0.06933360685292467)",0.0540863487538296,0.00316109241679699,"(0.020399507210620667, 0.02040050721062067)",0.0203995072106206,0.000175953886822617,,-0.0811253884523777,1.0,,-0.0577405467484619,1.0,"(0.09940197711245459, 0.12799012945109434)",0.118526045146572,7.03116800444128e-56,100005996,61865,,,octadecenedioylcarnitine (C18:1-DC)*,251981-06-3,28639201.0,,456.33197,1561.0,LC/MS Pos Late,,1180.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,octadecenedioylcarnitine (C18:1-DC)*,metabolite_100005996,0.0,0.0203995072106206,0.0203995072106206,genetics,octadecenedioylcarnitine (C18:1-DC)*
1082,"(-0.04459377204367439, 0.05396378539907984)",0.0322642943726343,0.196977645968311,"(-0.06699667815631027, 0.022994590662507752)",0.00776084135876453,0.73594011651745,"(0.0038342096370210473, 0.08186413009772923)",0.0433884716457391,0.0312280201612371,"(0.01797570107817581, 0.01797670107817581)",0.0179757010781758,0.00115145028317899,,-0.0290348056813529,1.0,,-0.0407053035272053,1.0,"(0.016277945057230972, 0.04799771637638771)",0.0389228426725154,1.45435401394923e-06,1082,1587,HMDB11756,,N-acetylleucine,1188-21-2,64075.0,C02710,172.09791,245.0,LC/MS Neg,70912.0,2400.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,N-acetylleucine,metabolite_1082,0.0,0.0179757010781758,0.0179757010781758,genetics,N-acetylleucine
X - 12096,"(0.049307196411233954, 0.13865972400245363)",0.100313320429445,1.79207112418391e-05,"(-0.027015607361146637, 0.06110150024355224)",0.0153758737657697,0.481298624579731,"(0.11745737729190699, 0.18653824830323099)",0.16118996679662,6.09420367155881e-19,"(0.01392871842183463, 0.013929718421834629)",0.0139287184218346,0.00233198122341312,,-0.0134393247989539,1.0,,-0.0202099691614314,1.0,,-0.00345045442213809,1.0,X - 12096,47686,,,X - 12096,,,,174.12371,,LC/MS Pos Early,,2448.0,,,X - 12096,metabolite_X - 12096,0.0,0.0139287184218346,0.0139287184218346,genetics,X - 12096
X - 11378,"(0.2008321532180893, 0.27648768894612996)",0.279910792281803,8.16172991404497e-46,"(0.12603111211693555, 0.20214702744446802)",0.169362106106467,4.45434049526593e-18,"(0.21594129998260997, 0.2782433522568983)",0.273747047555832,3.87279191675372e-60,"(0.009258784403128106, 0.009259784403128106)",0.0092587844031281,0.0150237730175127,,-0.0207575625748077,1.0,,-0.00801321219454598,1.0,,-0.00368153063060305,1.0,X - 11378,46595,,,X - 11378,,,,445.330559999999,,LC/MS Neg,,5343.0,,,X - 11378,metabolite_X - 11378,0.0,0.0092587844031281,0.0092587844031281,genetics,X - 11378
